re im logn
2.610000 -2.595536 0.00000
2.646000 -2.595536 1.14613
2.682000 -2.595536 1.14613
2.718000 -2.595536 0.84510
2.754000 -2.595536 0.30103
2.790000 -2.595536 0.00000
2.826000 -2.595536 0.00000
2.862000 -2.595536 0.00000
2.898000 -2.595536 0.00000
2.934000 -2.595536 0.00000
2.970000 -2.595536 0.00000
3.006000 -2.595536 0.00000
3.042000 -2.595536 0.00000
3.078000 -2.595536 0.00000
3.114000 -2.595536 0.00000
3.150000 -2.595536 0.00000
3.186000 -2.595536 0.00000
3.222000 -2.595536 0.00000
3.258000 -2.595536 0.00000
3.294000 -2.595536 0.00000
3.330000 -2.595536 0.00000
3.366000 -2.595536 0.00000
3.402000 -2.595536 0.00000
3.438000 -2.595536 0.00000
3.474000 -2.595536 0.00000
3.510000 -2.595536 0.00000
3.546000 -2.595536 0.00000
3.582000 -2.595536 0.00000
3.618000 -2.595536 0.00000
3.654000 -2.595536 0.00000
3.690000 -2.595536 0.00000
3.726000 -2.595536 0.00000
3.762000 -2.595536 0.00000
3.798000 -2.595536 0.00000
3.834000 -2.595536 0.00000
3.870000 -2.595536 0.00000
3.906000 -2.595536 0.00000
3.942000 -2.595536 0.00000
3.978000 -2.595536 0.00000
4.014000 -2.595536 0.00000
4.050000 -2.595536 0.00000
4.086000 -2.595536 0.00000
4.122000 -2.595536 0.00000
4.158000 -2.595536 0.00000
4.194000 -2.595536 0.00000
4.230000 -2.595536 0.00000
4.266000 -2.595536 0.00000
4.302000 -2.595536 0.00000
4.338000 -2.595536 0.00000
4.374000 -2.595536 0.00000
4.410000 -2.595536 0.00000
4.446000 -2.595536 0.00000
4.482000 -2.595536 0.00000
4.518000 -2.595536 0.00000
4.554000 -2.595536 0.00000
4.590000 -2.595536 0.00000
4.626000 -2.595536 0.00000
4.662000 -2.595536 0.00000
4.698000 -2.595536 0.00000
4.734000 -2.595536 0.00000
4.770000 -2.595536 0.00000
4.806000 -2.595536 0.00000
4.842000 -2.595536 0.00000
4.878000 -2.595536 0.00000
4.914000 -2.595536 0.00000
4.950000 -2.595536 0.00000
4.986000 -2.595536 0.00000
5.022000 -2.595536 0.00000
5.058000 -2.595536 0.00000
5.094000 -2.595536 0.00000
5.130000 -2.595536 0.00000
5.166000 -2.595536 0.00000
5.202000 -2.595536 0.00000
5.238000 -2.595536 0.00000
5.274000 -2.595536 0.00000
5.310000 -2.595536 0.00000
5.346000 -2.595536 0.00000
5.382000 -2.595536 0.00000
0.018000 -2.565179 0.00000
0.054000 -2.565179 0.00000
0.090000 -2.565179 0.00000
0.126000 -2.565179 0.00000
0.162000 -2.565179 0.00000
0.198000 -2.565179 0.00000
0.234000 -2.565179 0.00000
0.270000 -2.565179 0.00000
0.306000 -2.565179 0.00000
0.342000 -2.565179 0.00000
0.378000 -2.565179 0.00000
0.414000 -2.565179 0.00000
0.450000 -2.565179 0.00000
0.486000 -2.565179 0.00000
0.522000 -2.565179 0.00000
0.558000 -2.565179 0.00000
0.594000 -2.565179 0.00000
0.630000 -2.565179 0.00000
0.666000 -2.565179 0.00000
0.702000 -2.565179 1.04139
0.738000 -2.565179 0.95424
0.774000 -2.565179 0.00000
0.810000 -2.565179 0.00000
0.846000 -2.565179 0.00000
0.882000 -2.565179 0.00000
0.918000 -2.565179 0.00000
0.954000 -2.565179 0.90309
0.990000 -2.565179 1.14613
1.026000 -2.565179 0.00000
1.062000 -2.565179 0.00000
1.098000 -2.565179 0.30103
1.134000 -2.565179 0.60206
1.170000 -2.565179 0.47712
1.206000 -2.565179 0.60206
1.242000 -2.565179 0.77815
1.278000 -2.565179 0.47712
1.314000 -2.565179 1.00000
1.350000 -2.565179 0.69897
1.386000 -2.565179 0.30103
1.422000 -2.565179 0.69897
1.458000 -2.565179 0.00000
1.494000 -2.565179 0.77815
1.530000 -2.565179 0.69897
1.566000 -2.565179 0.95424
1.602000 -2.565179 1.11394
1.638000 -2.565179 0.84510
1.674000 -2.565179 1.17609
1.710000 -2.565179 1.04139
1.746000 -2.565179 1.00000
1.782000 -2.565179 0.95424
1.818000 -2.565179 0.00000
1.854000 -2.565179 0.69897
1.890000 -2.565179 1.04139
1.926000 -2.565179 1.38021
1.962000 -2.565179 1.49136
1.998000 -2.565179 1.30103
2.034000 -2.565179 1.07918
2.070000 -2.565179 1.17609
2.106000 -2.565179 1.41497
2.142000 -2.565179 1.79239
2.178000 -2.565179 1.39794
2.214000 -2.565179 1.34242
2.250000 -2.565179 1.32222
2.286000 -2.565179 1.56820
2.322000 -2.565179 1.11394
2.358000 -2.565179 1.39794
2.394000 -2.565179 0.30103
2.430000 -2.565179 1.04139
2.466000 -2.565179 0.00000
2.502000 -2.565179 0.00000
2.538000 -2.565179 0.00000
2.574000 -2.565179 0.00000
2.610000 -2.565179 0.00000
2.646000 -2.565179 1.34242
2.682000 -2.565179 1.34242
2.718000 -2.565179 1.53148
2.754000 -2.565179 1.43136
2.790000 -2.565179 1.11394
2.826000 -2.565179 0.95424
2.862000 -2.565179 0.47712
2.898000 -2.565179 0.00000
2.934000 -2.565179 0.00000
2.970000 -2.565179 0.00000
3.006000 -2.565179 0.00000
3.042000 -2.565179 0.00000
3.078000 -2.565179 0.00000
3.114000 -2.565179 0.00000
3.150000 -2.565179 1.11394
3.186000 -2.565179 1.50515
3.222000 -2.565179 1.11394
3.258000 -2.565179 0.95424
3.294000 -2.565179 0.30103
3.330000 -2.565179 0.00000
3.366000 -2.565179 0.00000
3.402000 -2.565179 0.00000
3.438000 -2.565179 0.00000
3.474000 -2.565179 0.00000
3.510000 -2.565179 0.00000
3.546000 -2.565179 0.00000
3.582000 -2.565179 0.00000
3.618000 -2.565179 0.00000
3.654000 -2.565179 0.00000
3.690000 -2.565179 0.00000
3.726000 -2.565179 0.00000
3.762000 -2.565179 0.00000
3.798000 -2.565179 0.00000
3.834000 -2.565179 0.00000
3.870000 -2.565179 0.00000
3.906000 -2.565179 0.00000
3.942000 -2.565179 0.00000
3.978000 -2.565179 0.00000
4.014000 -2.565179 0.00000
4.050000 -2.565179 0.00000
4.086000 -2.565179 0.00000
4.122000 -2.565179 0.00000
4.158000 -2.565179 0.00000
4.194000 -2.565179 0.00000
4.230000 -2.565179 0.00000
4.266000 -2.565179 0.00000
4.302000 -2.565179 0.00000
4.338000 -2.565179 0.00000
4.374000 -2.565179 0.00000
4.410000 -2.565179 0.00000
4.446000 -2.565179 0.00000
4.482000 -2.565179 0.00000
4.518000 -2.565179 0.00000
4.554000 -2.565179 0.00000
4.590000 -2.565179 0.00000
4.626000 -2.565179 0.00000
4.662000 -2.565179 0.00000
4.698000 -2.565179 0.00000
4.734000 -2.565179 0.00000
4.770000 -2.565179 0.00000
4.806000 -2.565179 0.00000
4.842000 -2.565179 0.00000
4.878000 -2.565179 0.00000
4.914000 -2.565179 0.00000
4.950000 -2.565179 0.00000
4.986000 -2.565179 0.00000
5.022000 -2.565179 0.00000
5.058000 -2.565179 0.00000
5.094000 -2.565179 0.00000
5.130000 -2.565179 0.00000
5.166000 -2.565179 0.00000
5.202000 -2.565179 0.00000
5.238000 -2.565179 0.00000
5.274000 -2.565179 0.00000
5.310000 -2.565179 0.00000
5.346000 -2.565179 0.00000
5.382000 -2.565179 0.00000
0.018000 -2.534821 0.00000
0.054000 -2.534821 0.00000
0.090000 -2.534821 0.00000
0.126000 -2.534821 0.00000
0.162000 -2.534821 0.00000
0.198000 -2.534821 0.00000
0.234000 -2.534821 0.00000
0.270000 -2.534821 0.00000
0.306000 -2.534821 0.00000
0.342000 -2.534821 0.00000
0.378000 -2.534821 0.00000
0.414000 -2.534821 0.00000
0.450000 -2.534821 0.00000
0.486000 -2.534821 0.00000
0.522000 -2.534821 0.00000
0.558000 -2.534821 0.00000
0.594000 -2.534821 0.00000
0.630000 -2.534821 0.00000
0.666000 -2.534821 0.00000
0.702000 -2.534821 0.84510
0.738000 -2.534821 0.77815
0.774000 -2.534821 0.69897
0.810000 -2.534821 0.00000
0.846000 -2.534821 0.00000
0.882000 -2.534821 0.00000
0.918000 -2.534821 0.00000
0.954000 -2.534821 0.00000
0.990000 -2.534821 0.95424
1.026000 -2.534821 0.47712
1.062000 -2.534821 0.00000
1.098000 -2.534821 0.00000
1.134000 -2.534821 0.00000
1.170000 -2.534821 0.00000
1.206000 -2.534821 1.04139
1.242000 -2.534821 0.84510
1.278000 -2.534821 0.60206
1.314000 -2.534821 1.07918
1.350000 -2.534821 0.84510
1.386000 -2.534821 1.30103
1.422000 -2.534821 0.77815
1.458000 -2.534821 0.60206
1.494000 -2.534821 0.84510
1.530000 -2.534821 0.90309
1.566000 -2.534821 0.60206
1.602000 -2.534821 0.69897
1.638000 -2.534821 1.14613
1.674000 -2.534821 1.04139
1.710000 -2.534821 1.23045
1.746000 -2.534821 1.00000
1.782000 -2.534821 1.07918
1.818000 -2.534821 0.60206
1.854000 -2.534821 0.60206
1.890000 -2.534821 0.77815
1.926000 -2.534821 1.36173
1.962000 -2.534821 1.38021
1.998000 -2.534821 1.27875
2.034000 -2.534821 1.25527
2.070000 -2.534821 1.07918
2.106000 -2.534821 1.25527
2.142000 -2.534821 1.69020
2.178000 -2.534821 1.66276
2.214000 -2.534821 1.14613
2.250000 -2.534821 1.36173
2.286000 -2.534821 1.30103
2.322000 -2.534821 1.44716
2.358000 -2.534821 1.27875
2.394000 -2.534821 1.07918
2.430000 -2.534821 1.11394
2.466000 -2.534821 0.84510
2.502000 -2.534821 0.00000
2.538000 -2.534821 0.00000
2.574000 -2.534821 0.00000
2.610000 -2.534821 0.00000
2.646000 -2.534821 0.69897
2.682000 -2.534821 1.36173
2.718000 -2.534821 1.39794
2.754000 -2.534821 1.49136
2.790000 -2.534821 1.49136
2.826000 -2.534821 1.14613
2.862000 -2.534821 1.17609
2.898000 -2.534821 0.84510
2.934000 -2.534821 0.47712
2.970000 -2.534821 0.00000
3.006000 -2.534821 0.00000
3.042000 -2.534821 0.00000
3.078000 -2.534821 0.69897
3.114000 -2.534821 1.50515
3.150000 -2.534821 1.60206
3.186000 -2.534821 1.55630
3.222000 -2.534821 1.55630
3.258000 -2.534821 1.57978
3.294000 -2.534821 1.50515
3.330000 -2.534821 1.27875
3.366000 -2.534821 0.77815
3.402000 -2.534821 0.00000
3.438000 -2.534821 0.00000
3.474000 -2.534821 0.00000
3.510000 -2.534821 0.00000
3.546000 -2.534821 0.00000
3.582000 -2.534821 0.00000
3.618000 -2.534821 0.00000
3.654000 -2.534821 0.00000
3.690000 -2.534821 0.00000
3.726000 -2.534821 0.95424
3.762000 -2.534821 1.00000
3.798000 -2.534821 1.07918
3.834000 -2.534821 1.04139
3.870000 -2.534821 0.60206
3.906000 -2.534821 0.00000
3.942000 -2.534821 0.00000
3.978000 -2.534821 0.00000
4.014000 -2.534821 0.00000
4.050000 -2.534821 0.00000
4.086000 -2.534821 0.00000
4.122000 -2.534821 0.00000
4.158000 -2.534821 0.00000
4.194000 -2.534821 0.00000
4.230000 -2.534821 0.00000
4.266000 -2.534821 0.69897
4.302000 -2.534821 0.84510
4.338000 -2.534821 0.00000
4.374000 -2.534821 0.30103
4.410000 -2.534821 0.00000
4.446000 -2.534821 0.00000
4.482000 -2.534821 0.00000
4.518000 -2.534821 0.00000
4.554000 -2.534821 0.00000
4.590000 -2.534821 0.00000
4.626000 -2.534821 0.00000
4.662000 -2.534821 0.00000
4.698000 -2.534821 0.00000
4.734000 -2.534821 0.00000
4.770000 -2.534821 0.00000
4.806000 -2.534821 0.00000
4.842000 -2.534821 0.00000
4.878000 -2.534821 0.00000
4.914000 -2.534821 0.00000
4.950000 -2.534821 0.00000
4.986000 -2.534821 0.00000
5.022000 -2.534821 0.00000
5.058000 -2.534821 0.00000
5.094000 -2.534821 0.00000
5.130000 -2.534821 0.00000
5.166000 -2.534821 0.00000
5.202000 -2.534821 0.00000
5.238000 -2.534821 0.00000
5.274000 -2.534821 0.00000
5.310000 -2.534821 0.00000
5.346000 -2.534821 0.00000
5.382000 -2.534821 0.00000
0.018000 -2.504464 0.00000
0.054000 -2.504464 0.00000
0.090000 -2.504464 0.00000
0.126000 -2.504464 0.00000
0.162000 -2.504464 0.00000
0.198000 -2.504464 0.00000
0.234000 -2.504464 0.00000
0.270000 -2.504464 0.00000
0.306000 -2.504464 0.00000
0.342000 -2.504464 0.00000
0.378000 -2.504464 0.00000
0.414000 -2.504464 0.00000
0.450000 -2.504464 0.00000
0.486000 -2.504464 0.00000
0.522000 -2.504464 0.00000
0.558000 -2.504464 0.00000
0.594000 -2.504464 0.00000
0.630000 -2.504464 0.00000
0.666000 -2.504464 0.69897
0.702000 -2.504464 0.77815
0.738000 -2.504464 0.60206
0.774000 -2.504464 0.60206
0.810000 -2.504464 0.00000
0.846000 -2.504464 0.00000
0.882000 -2.504464 0.00000
0.918000 -2.504464 0.00000
0.954000 -2.504464 0.77815
0.990000 -2.504464 0.47712
1.026000 -2.504464 0.00000
1.062000 -2.504464 0.00000
1.098000 -2.504464 0.00000
1.134000 -2.504464 0.00000
1.170000 -2.504464 0.00000
1.206000 -2.504464 0.47712
1.242000 -2.504464 0.00000
1.278000 -2.504464 0.60206
1.314000 -2.504464 1.00000
1.350000 -2.504464 0.60206
1.386000 -2.504464 1.14613
1.422000 -2.504464 1.00000
1.458000 -2.504464 0.84510
1.494000 -2.504464 0.90309
1.530000 -2.504464 0.69897
1.566000 -2.504464 1.07918
1.602000 -2.504464 0.84510
1.638000 -2.504464 0.77815
1.674000 -2.504464 0.95424
1.710000 -2.504464 1.14613
1.746000 -2.504464 0.84510
1.782000 -2.504464 1.07918
1.818000 -2.504464 0.77815
1.854000 -2.504464 0.30103
1.890000 -2.504464 0.69897
1.926000 -2.504464 1.07918
1.962000 -2.504464 1.38021
1.998000 -2.504464 1.32222
2.034000 -2.504464 1.04139
2.070000 -2.504464 0.95424
2.106000 -2.504464 1.38021
2.142000 -2.504464 1.44716
2.178000 -2.504464 1.60206
2.214000 -2.504464 0.90309
2.250000 -2.504464 1.30103
2.286000 -2.504464 1.14613
2.322000 -2.504464 1.25527
2.358000 -2.504464 1.38021
2.394000 -2.504464 1.38021
2.430000 -2.504464 0.84510
2.466000 -2.504464 1.07918
2.502000 -2.504464 0.30103
2.538000 -2.504464 1.07918
2.574000 -2.504464 0.95424
2.610000 -2.504464 0.00000
2.646000 -2.504464 0.30103
2.682000 -2.504464 1.17609
2.718000 -2.504464 1.25527
2.754000 -2.504464 1.34242
2.790000 -2.504464 1.32222
2.826000 -2.504464 1.30103
2.862000 -2.504464 1.04139
2.898000 -2.504464 1.04139
2.934000 -2.504464 0.90309
2.970000 -2.504464 0.60206
3.006000 -2.504464 0.00000
3.042000 -2.504464 0.00000
3.078000 -2.504464 1.34242
3.114000 -2.504464 1.43136
3.150000 -2.504464 1.53148
3.186000 -2.504464 1.34242
3.222000 -2.504464 1.38021
3.258000 -2.504464 1.34242
3.294000 -2.504464 1.54407
3.330000 -2.504464 1.53148
3.366000 -2.504464 1.47712
3.402000 -2.504464 1.00000
3.438000 -2.504464 0.47712
3.474000 -2.504464 0.00000
3.510000 -2.504464 0.00000
3.546000 -2.504464 0.00000
3.582000 -2.504464 0.00000
3.618000 -2.504464 0.00000
3.654000 -2.504464 0.00000
3.690000 -2.504464 0.00000
3.726000 -2.504464 0.47712
3.762000 -2.504464 0.95424
3.798000 -2.504464 1.07918
3.834000 -2.504464 1.20412
3.870000 -2.504464 1.32222
3.906000 -2.504464 1.17609
3.942000 -2.504464 1.17609
3.978000 -2.504464 0.60206
4.014000 -2.504464 0.00000
4.050000 -2.504464 0.00000
4.086000 -2.504464 0.00000
4.122000 -2.504464 0.00000
4.158000 -2.504464 0.00000
4.194000 -2.504464 0.00000
4.230000 -2.504464 0.00000
4.266000 -2.504464 0.47712
4.302000 -2.504464 1.00000
4.338000 -2.504464 1.25527
4.374000 -2.504464 1.41497
4.410000 -2.504464 1.20412
4.446000 -2.504464 0.69897
4.482000 -2.504464 1.07918
4.518000 -2.504464 0.00000
4.554000 -2.504464 0.00000
4.590000 -2.504464 0.00000
4.626000 -2.504464 0.00000
4.662000 -2.504464 0.00000
4.698000 -2.504464 0.00000
4.734000 -2.504464 0.00000
4.770000 -2.504464 0.00000
4.806000 -2.504464 0.00000
4.842000 -2.504464 0.00000
4.878000 -2.504464 0.00000
4.914000 -2.504464 0.00000
4.950000 -2.504464 0.00000
4.986000 -2.504464 0.00000
5.022000 -2.504464 0.00000
5.058000 -2.504464 0.00000
5.094000 -2.504464 0.00000
5.130000 -2.504464 0.00000
5.166000 -2.504464 0.00000
5.202000 -2.504464 0.00000
5.238000 -2.504464 0.00000
5.274000 -2.504464 0.00000
5.310000 -2.504464 0.00000
5.346000 -2.504464 0.00000
5.382000 -2.504464 0.00000
0.018000 -2.474107 0.00000
0.054000 -2.474107 0.00000
0.090000 -2.474107 0.00000
0.126000 -2.474107 0.00000
0.162000 -2.474107 0.00000
0.198000 -2.474107 0.00000
0.234000 -2.474107 0.00000
0.270000 -2.474107 0.00000
0.306000 -2.474107 0.00000
0.342000 -2.474107 0.00000
0.378000 -2.474107 0.00000
0.414000 -2.474107 0.00000
0.450000 -2.474107 0.00000
0.486000 -2.474107 0.00000
0.522000 -2.474107 0.00000
0.558000 -2.474107 0.00000
0.594000 -2.474107 0.00000
0.630000 -2.474107 0.00000
0.666000 -2.474107 0.30103
0.702000 -2.474107 0.69897
0.738000 -2.474107 0.47712
0.774000 -2.474107 0.47712
0.810000 -2.474107 0.00000
0.846000 -2.474107 0.00000
0.882000 -2.474107 0.00000
0.918000 -2.474107 0.00000
0.954000 -2.474107 0.00000
0.990000 -2.474107 0.69897
1.026000 -2.474107 0.00000
1.062000 -2.474107 0.00000
1.098000 -2.474107 0.00000
1.134000 -2.474107 0.00000
1.170000 -2.474107 0.00000
1.206000 -2.474107 0.47712
1.242000 -2.474107 0.47712
1.278000 -2.474107 0.84510
1.314000 -2.474107 0.77815
1.350000 -2.474107 0.47712
1.386000 -2.474107 1.07918
1.422000 -2.474107 0.60206
1.458000 -2.474107 0.47712
1.494000 -2.474107 0.47712
1.530000 -2.474107 0.69897
1.566000 -2.474107 0.47712
1.602000 -2.474107 0.84510
1.638000 -2.474107 1.04139
1.674000 -2.474107 0.77815
1.710000 -2.474107 0.90309
1.746000 -2.474107 1.00000
1.782000 -2.474107 0.90309
1.818000 -2.474107 0.69897
1.854000 -2.474107 0.47712
1.890000 -2.474107 0.47712
1.926000 -2.474107 0.60206
1.962000 -2.474107 1.30103
1.998000 -2.474107 1.17609
2.034000 -2.474107 1.23045
2.070000 -2.474107 1.11394
2.106000 -2.474107 1.04139
2.142000 -2.474107 1.49136
2.178000 -2.474107 1.77085
2.214000 -2.474107 1.20412
2.250000 -2.474107 1.17609
2.286000 -2.474107 0.95424
2.322000 -2.474107 1.14613
2.358000 -2.474107 1.11394
2.394000 -2.474107 1.41497
2.430000 -2.474107 0.60206
2.466000 -2.474107 1.07918
2.502000 -2.474107 0.69897
2.538000 -2.474107 0.00000
2.574000 -2.474107 1.20412
2.610000 -2.474107 0.00000
2.646000 -2.474107 1.00000
2.682000 -2.474107 0.69897
2.718000 -2.474107 1.04139
2.754000 -2.474107 0.95424
2.790000 -2.474107 1.38021
2.826000 -2.474107 1.25527
2.862000 -2.474107 1.30103
2.898000 -2.474107 0.69897
2.934000 -2.474107 0.77815
2.970000 -2.474107 0.47712
3.006000 -2.474107 0.30103
3.042000 -2.474107 0.00000
3.078000 -2.474107 1.43136
3.114000 -2.474107 1.43136
3.150000 -2.474107 1.17609
3.186000 -2.474107 1.30103
3.222000 -2.474107 1.25527
3.258000 -2.474107 1.17609
3.294000 -2.474107 1.44716
3.330000 -2.474107 1.27875
3.366000 -2.474107 1.50515
3.402000 -2.474107 1.38021
3.438000 -2.474107 1.32222
3.474000 -2.474107 0.77815
3.510000 -2.474107 0.60206
3.546000 -2.474107 0.00000
3.582000 -2.474107 0.00000
3.618000 -2.474107 0.00000
3.654000 -2.474107 0.00000
3.690000 -2.474107 0.00000
3.726000 -2.474107 0.00000
3.762000 -2.474107 0.60206
3.798000 -2.474107 0.84510
3.834000 -2.474107 0.95424
3.870000 -2.474107 1.11394
3.906000 -2.474107 1.20412
3.942000 -2.474107 1.11394
3.978000 -2.474107 1.14613
4.014000 -2.474107 1.04139
4.050000 -2.474107 0.84510
4.086000 -2.474107 0.00000
4.122000 -2.474107 0.00000
4.158000 -2.474107 0.00000
4.194000 -2.474107 0.00000
4.230000 -2.474107 0.00000
4.266000 -2.474107 0.00000
4.302000 -2.474107 0.47712
4.338000 -2.474107 0.90309
4.374000 -2.474107 1.04139
4.410000 -2.474107 1.07918
4.446000 -2.474107 1.27875
4.482000 -2.474107 1.20412
4.518000 -2.474107 0.95424
4.554000 -2.474107 1.32222
4.590000 -2.474107 0.00000
4.626000 -2.474107 0.00000
4.662000 -2.474107 0.00000
4.698000 -2.474107 0.00000
4.734000 -2.474107 0.00000
4.770000 -2.474107 0.00000
4.806000 -2.474107 0.00000
4.842000 -2.474107 0.00000
4.878000 -2.474107 0.00000
4.914000 -2.474107 0.00000
4.950000 -2.474107 0.00000
4.986000 -2.474107 0.00000
5.022000 -2.474107 0.00000
5.058000 -2.474107 0.00000
5.094000 -2.474107 0.00000
5.130000 -2.474107 0.00000
5.166000 -2.474107 0.00000
5.202000 -2.474107 0.00000
5.238000 -2.474107 0.00000
5.274000 -2.474107 0.00000
5.310000 -2.474107 0.00000
5.346000 -2.474107 0.00000
5.382000 -2.474107 0.00000
0.018000 -2.443750 0.00000
0.054000 -2.443750 0.00000
0.090000 -2.443750 0.00000
0.126000 -2.443750 0.00000
0.162000 -2.443750 0.00000
0.198000 -2.443750 0.00000
0.234000 -2.443750 0.00000
0.270000 -2.443750 0.00000
0.306000 -2.443750 0.00000
0.342000 -2.443750 0.00000
0.378000 -2.443750 0.00000
0.414000 -2.443750 0.00000
0.450000 -2.443750 0.00000
0.486000 -2.443750 0.00000
0.522000 -2.443750 0.00000
0.558000 -2.443750 0.00000
0.594000 -2.443750 0.00000
0.630000 -2.443750 0.00000
0.666000 -2.443750 0.00000
0.702000 -2.443750 0.30103
0.738000 -2.443750 0.30103
0.774000 -2.443750 0.30103
0.810000 -2.443750 0.00000
0.846000 -2.443750 0.00000
0.882000 -2.443750 0.00000
0.918000 -2.443750 0.00000
0.954000 -2.443750 0.00000
0.990000 -2.443750 0.00000
1.026000 -2.443750 0.00000
1.062000 -2.443750 0.00000
1.098000 -2.443750 0.00000
1.134000 -2.443750 0.00000
1.170000 -2.443750 0.00000
1.206000 -2.443750 0.00000
1.242000 -2.443750 0.00000
1.278000 -2.443750 0.77815
1.314000 -2.443750 0.47712
1.350000 -2.443750 0.60206
1.386000 -2.443750 0.95424
1.422000 -2.443750 0.00000
1.458000 -2.443750 0.47712
1.494000 -2.443750 0.30103
1.530000 -2.443750 0.30103
1.566000 -2.443750 0.30103
1.602000 -2.443750 0.00000
1.638000 -2.443750 0.47712
1.674000 -2.443750 1.07918
1.710000 -2.443750 0.95424
1.746000 -2.443750 1.07918
1.782000 -2.443750 1.11394
1.818000 -2.443750 0.95424
1.854000 -2.443750 0.47712
1.890000 -2.443750 0.69897
1.926000 -2.443750 0.90309
1.962000 -2.443750 1.17609
1.998000 -2.443750 1.07918
2.034000 -2.443750 0.95424
2.070000 -2.443750 1.14613
2.106000 -2.443750 1.23045
2.142000 -2.443750 1.07918
2.178000 -2.443750 1.39794
2.214000 -2.443750 1.25527
2.250000 -2.443750 0.95424
2.286000 -2.443750 1.07918
2.322000 -2.443750 1.14613
2.358000 -2.443750 1.14613
2.394000 -2.443750 1.23045
2.430000 -2.443750 1.34242
2.466000 -2.443750 1.30103
2.502000 -2.443750 0.69897
2.538000 -2.443750 0.60206
2.574000 -2.443750 0.90309
2.610000 -2.443750 0.00000
2.646000 -2.443750 1.00000
2.682000 -2.443750 1.07918
2.718000 -2.443750 1.14613
2.754000 -2.443750 1.17609
2.790000 -2.443750 1.27875
2.826000 -2.443750 1.38021
2.862000 -2.443750 1.25527
2.898000 -2.443750 1.20412
2.934000 -2.443750 0.30103
2.970000 -2.443750 0.60206
3.006000 -2.443750 0.30103
3.042000 -2.443750 0.84510
3.078000 -2.443750 1.38021
3.114000 -2.443750 1.34242
3.150000 -2.443750 1.30103
3.186000 -2.443750 1.14613
3.222000 -2.443750 1.23045
3.258000 -2.443750 1.34242
3.294000 -2.443750 1.17609
3.330000 -2.443750 1.43136
3.366000 -2.443750 1.41497
3.402000 -2.443750 1.36173
3.438000 -2.443750 1.25527
3.474000 -2.443750 1.47712
3.510000 -2.443750 0.95424
3.546000 -2.443750 0.60206
3.582000 -2.443750 0.00000
3.618000 -2.443750 0.00000
3.654000 -2.443750 0.00000
3.690000 -2.443750 0.00000
3.726000 -2.443750 0.00000
3.762000 -2.443750 0.00000
3.798000 -2.443750 0.69897
3.834000 -2.443750 0.69897
3.870000 -2.443750 0.90309
3.906000 -2.443750 1.07918
3.942000 -2.443750 0.95424
3.978000 -2.443750 1.00000
4.014000 -2.443750 1.11394
4.050000 -2.443750 1.04139
4.086000 -2.443750 1.07918
4.122000 -2.443750 0.60206
4.158000 -2.443750 0.00000
4.194000 -2.443750 0.00000
4.230000 -2.443750 0.00000
4.266000 -2.443750 0.00000
4.302000 -2.443750 0.00000
4.338000 -2.443750 0.47712
4.374000 -2.443750 0.90309
4.410000 -2.443750 0.69897
4.446000 -2.443750 0.90309
4.482000 -2.443750 1.14613
4.518000 -2.443750 1.00000
4.554000 -2.443750 1.07918
4.590000 -2.443750 1.07918
4.626000 -2.443750 1.20412
4.662000 -2.443750 1.00000
4.698000 -2.443750 0.00000
4.734000 -2.443750 0.00000
4.770000 -2.443750 0.00000
4.806000 -2.443750 0.00000
4.842000 -2.443750 0.00000
4.878000 -2.443750 0.00000
4.914000 -2.443750 0.00000
4.950000 -2.443750 0.00000
4.986000 -2.443750 0.00000
5.022000 -2.443750 0.00000
5.058000 -2.443750 0.00000
5.094000 -2.443750 0.00000
5.130000 -2.443750 0.00000
5.166000 -2.443750 0.00000
5.202000 -2.443750 0.00000
5.238000 -2.443750 0.00000
5.274000 -2.443750 0.00000
5.310000 -2.443750 0.00000
5.346000 -2.443750 0.00000
5.382000 -2.443750 0.00000
0.018000 -2.413393 0.00000
0.054000 -2.413393 0.00000
0.090000 -2.413393 0.00000
0.126000 -2.413393 0.00000
0.162000 -2.413393 0.00000
0.198000 -2.413393 0.00000
0.234000 -2.413393 0.00000
0.270000 -2.413393 0.00000
0.306000 -2.413393 0.00000
0.342000 -2.413393 0.00000
0.378000 -2.413393 0.00000
0.414000 -2.413393 0.00000
0.450000 -2.413393 0.00000
0.486000 -2.413393 0.00000
0.522000 -2.413393 0.00000
0.558000 -2.413393 0.00000
0.594000 -2.413393 0.00000
0.630000 -2.413393 0.00000
0.666000 -2.413393 0.00000
0.702000 -2.413393 0.00000
0.738000 -2.413393 0.30103
0.774000 -2.413393 0.00000
0.810000 -2.413393 0.00000
0.846000 -2.413393 0.00000
0.882000 -2.413393 0.00000
0.918000 -2.413393 0.00000
0.954000 -2.413393 0.00000
0.990000 -2.413393 0.00000
1.026000 -2.413393 0.00000
1.062000 -2.413393 0.00000
1.098000 -2.413393 0.00000
1.134000 -2.413393 0.00000
1.170000 -2.413393 0.00000
1.206000 -2.413393 0.00000
1.242000 -2.413393 0.00000
1.278000 -2.413393 0.00000
1.314000 -2.413393 0.00000
1.350000 -2.413393 0.00000
1.386000 -2.413393 0.84510
1.422000 -2.413393 0.77815
1.458000 -2.413393 0.77815
1.494000 -2.413393 1.20412
1.530000 -2.413393 0.30103
1.566000 -2.413393 0.00000
1.602000 -2.413393 0.30103
1.638000 -2.413393 0.30103
