re im logsig
2.4694126156 -1.6230379311 -6.016620
2.4794126156 -1.6230379311 -6.027960
2.4894126156 -1.6230379311 -6.039110
2.4994126156 -1.6230379311 -6.050090
2.5094126156 -1.6230379311 -6.060860
2.5194126156 -1.6230379311 -6.071430
2.5294126156 -1.6230379311 -6.081780
2.5394126156 -1.6230379311 -6.091890
2.5494126156 -1.6230379311 -6.101750
2.5594126156 -1.6230379311 -6.111350
2.5694126156 -1.6230379311 -6.120650
2.5794126156 -1.6230379311 -6.129640
2.5894126156 -1.6230379311 -6.138290
2.5994126156 -1.6230379311 -6.146590
2.6094126156 -1.6230379311 -6.154490
2.6194126156 -1.6230379311 -6.161970
2.6294126156 -1.6230379311 -6.168980
2.6394126156 -1.6230379311 -6.175480
2.6494126156 -1.6230379311 -6.181440
2.6594126156 -1.6230379311 -6.186790
2.6694126156 -1.6230379311 -6.191480
2.6794126156 -1.6230379311 -6.195450
2.6894126156 -1.6230379311 -6.198650
2.6994126156 -1.6230379311 -6.201000
2.7094126156 -1.6230379311 -6.202440
2.7194126156 -1.6230379311 -6.202910
2.7294126156 -1.6230379311 -6.202330
2.7394126156 -1.6230379311 -6.200660
2.7494126156 -1.6230379311 -6.197830
2.7594126156 -1.6230379311 -6.193810
2.7694126156 -1.6230379311 -6.188560
2.7794126156 -1.6230379311 -6.182050
2.7894126156 -1.6230379311 -6.174290
2.7994126156 -1.6230379311 -6.165290
2.8094126156 -1.6230379311 -6.155050
2.8194126156 -1.6230379311 -6.143620
2.8294126156 -1.6230379311 -6.131040
2.8394126156 -1.6230379311 -6.117380
2.8494126156 -1.6230379311 -6.102700
2.8594126156 -1.6230379311 -6.087070
2.8694126156 -1.6230379311 -6.070570
2.8794126156 -1.6230379311 -6.053290
2.8894126156 -1.6230379311 -6.035300
2.8994126156 -1.6230379311 -6.016680
2.9094126156 -1.6230379311 -5.997500
2.9194126156 -1.6230379311 -5.977840
2.9294126156 -1.6230379311 -5.957760
2.9394126156 -1.6230379311 -5.937320
2.9494126156 -1.6230379311 -5.916580
2.9594126156 -1.6230379311 -5.895600
2.9694126156 -1.6230379311 -5.874400
2.9794126156 -1.6230379311 -5.853050
2.9894126156 -1.6230379311 -5.831570
2.9994126156 -1.6230379311 -5.809990
