re im logsig
1.9650000000 -0.5250000000 -3.084060
1.9750000000 -0.5250000000 -3.071060
1.9850000000 -0.5250000000 -3.058150
1.9950000000 -0.5250000000 -3.045340
2.0050000000 -0.5250000000 -3.032640
2.0150000000 -0.5250000000 -3.020050
2.0250000000 -0.5250000000 -3.007590
1.4250000000 -0.5150000000 -3.006490
1.4350000000 -0.5150000000 -3.021260
1.4450000000 -0.5150000000 -3.036070
1.4550000000 -0.5150000000 -3.050930
1.4650000000 -0.5150000000 -3.065810
1.4750000000 -0.5150000000 -3.080710
1.4850000000 -0.5150000000 -3.095610
1.4950000000 -0.5150000000 -3.110510
1.5050000000 -0.5150000000 -3.125370
1.5150000000 -0.5150000000 -3.140170
1.5250000000 -0.5150000000 -3.154900
1.5350000000 -0.5150000000 -3.169520
1.5450000000 -0.5150000000 -3.183990
1.5550000000 -0.5150000000 -3.198280
1.5650000000 -0.5150000000 -3.212330
1.5750000000 -0.5150000000 -3.226090
1.5850000000 -0.5150000000 -3.239510
1.5950000000 -0.5150000000 -3.252500
1.6050000000 -0.5150000000 -3.264990
1.6150000000 -0.5150000000 -3.276900
1.6250000000 -0.5150000000 -3.288130
1.6350000000 -0.5150000000 -3.298590
1.6450000000 -0.5150000000 -3.308170
1.6550000000 -0.5150000000 -3.316760
1.6650000000 -0.5150000000 -3.324270
1.6750000000 -0.5150000000 -3.330600
1.6850000000 -0.5150000000 -3.335660
1.6950000000 -0.5150000000 -3.339380
1.7050000000 -0.5150000000 -3.341710
1.7150000000 -0.5150000000 -3.342600
1.7250000000 -0.5150000000 -3.342050
1.7350000000 -0.5150000000 -3.340070
1.7450000000 -0.5150000000 -3.336700
1.7550000000 -0.5150000000 -3.331990
1.7650000000 -0.5150000000 -3.326020
1.7750000000 -0.5150000000 -3.318880
1.7850000000 -0.5150000000 -3.310670
1.7950000000 -0.5150000000 -3.301490
1.8050000000 -0.5150000000 -3.291460
1.8150000000 -0.5150000000 -3.280720
1.8250000000 -0.5150000000 -3.269380
1.8350000000 -0.5150000000 -3.257490
1.8450000000 -0.5150000000 -3.245150
1.8550000000 -0.5150000000 -3.232430
1.8650000000 -0.5150000000 -3.219420
1.8750000000 -0.5150000000 -3.206180
1.8850000000 -0.5150000000 -3.192770
1.8950000000 -0.5150000000 -3.179250
1.9050000000 -0.5150000000 -3.165660
1.9150000000 -0.5150000000 -3.152030
1.9250000000 -0.5150000000 -3.138400
1.9350000000 -0.5150000000 -3.124800
1.9450000000 -0.5150000000 -3.111250
1.9550000000 -0.5150000000 -3.097780
1.9650000000 -0.5150000000 -3.084400
1.9750000000 -0.5150000000 -3.071110
1.9850000000 -0.5150000000 -3.057940
1.9950000000 -0.5150000000 -3.044900
2.0050000000 -0.5150000000 -3.031980
2.0150000000 -0.5150000000 -3.019210
2.0250000000 -0.5150000000 -3.006570
1.4250000000 -0.5050000000 -3.002020
1.4350000000 -0.5050000000 -3.017050
1.4450000000 -0.5050000000 -3.032160
1.4550000000 -0.5050000000 -3.047340
1.4650000000 -0.5050000000 -3.062580
1.4750000000 -0.5050000000 -3.077870
1.4850000000 -0.5050000000 -3.093200
1.4950000000 -0.5050000000 -3.108570
1.5050000000 -0.5050000000 -3.123940
1.5150000000 -0.5050000000 -3.139300
1.5250000000 -0.5050000000 -3.154620
1.5350000000 -0.5050000000 -3.169880
1.5450000000 -0.5050000000 -3.185040
1.5550000000 -0.5050000000 -3.200060
1.5650000000 -0.5050000000 -3.214900
1.5750000000 -0.5050000000 -3.229480
1.5850000000 -0.5050000000 -3.243760
1.5950000000 -0.5050000000 -3.257650
1.6050000000 -0.5050000000 -3.271070
1.6150000000 -0.5050000000 -3.283920
1.6250000000 -0.5050000000 -3.296100
1.6350000000 -0.5050000000 -3.307490
1.6450000000 -0.5050000000 -3.317980
1.6550000000 -0.5050000000 -3.327440
1.6650000000 -0.5050000000 -3.335750
1.6750000000 -0.5050000000 -3.342790
1.6850000000 -0.5050000000 -3.348460
1.6950000000 -0.5050000000 -3.352660
1.7050000000 -0.5050000000 -3.355330
1.7150000000 -0.5050000000 -3.356410
1.7250000000 -0.5050000000 -3.355900
1.7350000000 -0.5050000000 -3.353810
1.7450000000 -0.5050000000 -3.350180
1.7550000000 -0.5050000000 -3.345090
1.7650000000 -0.5050000000 -3.338620
1.7750000000 -0.5050000000 -3.330880
1.7850000000 -0.5050000000 -3.322000
1.7950000000 -0.5050000000 -3.312110
1.8050000000 -0.5050000000 -3.301320
1.8150000000 -0.5050000000 -3.289780
1.8250000000 -0.5050000000 -3.277610
1.8350000000 -0.5050000000 -3.264960
1.8450000000 -0.5050000000 -3.251870
1.8550000000 -0.5050000000 -3.238430
1.8650000000 -0.5050000000 -3.224730
1.8750000000 -0.5050000000 -3.210840
1.8850000000 -0.5050000000 -3.196820
1.8950000000 -0.5050000000 -3.182720
1.9050000000 -0.5050000000 -3.168590
1.9150000000 -0.5050000000 -3.154470
1.9250000000 -0.5050000000 -3.140380
1.9350000000 -0.5050000000 -3.126360
1.9450000000 -0.5050000000 -3.112430
1.9550000000 -0.5050000000 -3.098600
1.9650000000 -0.5050000000 -3.084890
1.9750000000 -0.5050000000 -3.071310
1.9850000000 -0.5050000000 -3.057870
1.9950000000 -0.5050000000 -3.044580
2.0050000000 -0.5050000000 -3.031440
2.0150000000 -0.5050000000 -3.018460
2.0250000000 -0.5050000000 -3.005640
1.4250000000 -0.4950000000 -2.997930
1.4350000000 -0.4950000000 -3.013230
1.4450000000 -0.4950000000 -3.028630
1.4550000000 -0.4950000000 -3.044140
1.4650000000 -0.4950000000 -3.059740
1.4750000000 -0.4950000000 -3.075440
1.4850000000 -0.4950000000 -3.091210
1.4950000000 -0.4950000000 -3.107050
1.5050000000 -0.4950000000 -3.122950
1.5150000000 -0.4950000000 -3.138880
1.5250000000 -0.4950000000 -3.154830
1.5350000000 -0.4950000000 -3.170770
1.5450000000 -0.4950000000 -3.186660
1.5550000000 -0.4950000000 -3.202460
1.5650000000 -0.4950000000 -3.218120
1.5750000000 -0.4950000000 -3.233590
1.5850000000 -0.4950000000 -3.248800
1.5950000000 -0.4950000000 -3.263670
1.6050000000 -0.4950000000 -3.278100
1.6150000000 -0.4950000000 -3.292000
1.6250000000 -0.4950000000 -3.305230
1.6350000000 -0.4950000000 -3.317680
1.6450000000 -0.4950000000 -3.329190
1.6550000000 -0.4950000000 -3.339640
1.6650000000 -0.4950000000 -3.348870
1.6750000000 -0.4950000000 -3.356730
1.6850000000 -0.4950000000 -3.363090
1.6950000000 -0.4950000000 -3.367840
1.7050000000 -0.4950000000 -3.370880
1.7150000000 -0.4950000000 -3.372170
1.7250000000 -0.4950000000 -3.371680
1.7350000000 -0.4950000000 -3.369430
1.7450000000 -0.4950000000 -3.365470
1.7550000000 -0.4950000000 -3.359890
1.7650000000 -0.4950000000 -3.352810
1.7750000000 -0.4950000000 -3.344350
1.7850000000 -0.4950000000 -3.334670
1.7950000000 -0.4950000000 -3.323920
1.8050000000 -0.4950000000 -3.312250
1.8150000000 -0.4950000000 -3.299810
1.8250000000 -0.4950000000 -3.286730
1.8350000000 -0.4950000000 -3.273150
1.8450000000 -0.4950000000 -3.259220
1.8550000000 -0.4950000000 -3.244980
1.8650000000 -0.4950000000 -3.230520
1.8750000000 -0.4950000000 -3.215910
1.8850000000 -0.4950000000 -3.201220
1.8950000000 -0.4950000000 -3.186500
1.9050000000 -0.4950000000 -3.171790
1.9150000000 -0.4950000000 -3.157130
1.9250000000 -0.4950000000 -3.142560
1.9350000000 -0.4950000000 -3.128090
1.9450000000 -0.4950000000 -3.113740
1.9550000000 -0.4950000000 -3.099540
1.9650000000 -0.4950000000 -3.085490
1.9750000000 -0.4950000000 -3.071600
1.9850000000 -0.4950000000 -3.057880
1.9950000000 -0.4950000000 -3.044330
2.0050000000 -0.4950000000 -3.030970
2.0150000000 -0.4950000000 -3.017780
2.0250000000 -0.4950000000 -3.004770
1.4250000000 -0.4850000000 -2.994190
1.4350000000 -0.4850000000 -3.009750
1.4450000000 -0.4850000000 -3.025450
1.4550000000 -0.4850000000 -3.041280
1.4650000000 -0.4850000000 -3.057250
1.4750000000 -0.4850000000 -3.073350
1.4850000000 -0.4850000000 -3.089580
1.4950000000 -0.4850000000 -3.105910
1.5050000000 -0.4850000000 -3.122350
1.5150000000 -0.4850000000 -3.138870
1.5250000000 -0.4850000000 -3.155470
1.5350000000 -0.4850000000 -3.172110
1.5450000000 -0.4850000000 -3.188760
1.5550000000 -0.4850000000 -3.205380
1.5650000000 -0.4850000000 -3.221930
1.5750000000 -0.4850000000 -3.238350
1.5850000000 -0.4850000000 -3.254570
1.5950000000 -0.4850000000 -3.270500
1.6050000000 -0.4850000000 -3.286050
1.6150000000 -0.4850000000 -3.301100
1.6250000000 -0.4850000000 -3.315520
1.6350000000 -0.4850000000 -3.329150
1.6450000000 -0.4850000000 -3.341850
1.6550000000 -0.4850000000 -3.353420
1.6650000000 -0.4850000000 -3.363700
1.6750000000 -0.4850000000 -3.372510
1.6850000000 -0.4850000000 -3.379670
1.6950000000 -0.4850000000 -3.385060
1.7050000000 -0.4850000000 -3.388540
1.7150000000 -0.4850000000 -3.390050
1.7250000000 -0.4850000000 -3.389550
1.7350000000 -0.4850000000 -3.387080
1.7450000000 -0.4850000000 -3.382700
1.7550000000 -0.4850000000 -3.376520
1.7650000000 -0.4850000000 -3.368680
1.7750000000 -0.4850000000 -3.359350
1.7850000000 -0.4850000000 -3.348710
1.7950000000 -0.4850000000 -3.336950
1.8050000000 -0.4850000000 -3.324240
1.8150000000 -0.4850000000 -3.310760
1.8250000000 -0.4850000000 -3.296660
1.8350000000 -0.4850000000 -3.282080
1.8450000000 -0.4850000000 -3.267150
1.8550000000 -0.4850000000 -3.252010
1.8650000000 -0.4850000000 -3.236710
1.8750000000 -0.4850000000 -3.221320
1.8850000000 -0.4850000000 -3.205900
1.8950000000 -0.4850000000 -3.190510
1.9050000000 -0.4850000000 -3.175190
1.9150000000 -0.4850000000 -3.159970
1.9250000000 -0.4850000000 -3.144880
1.9350000000 -0.4850000000 -3.129940
1.9450000000 -0.4850000000 -3.115160
1.9550000000 -0.4850000000 -3.100570
1.9650000000 -0.4850000000 -3.086170
1.9750000000 -0.4850000000 -3.071960
1.9850000000 -0.4850000000 -3.057950
1.9950000000 -0.4850000000 -3.044140
2.0050000000 -0.4850000000 -3.030530
2.0150000000 -0.4850000000 -3.017130
2.0250000000 -0.4850000000 -3.003930
1.4250000000 -0.4750000000 -2.990740
1.4350000000 -0.4750000000 -3.006570
1.4450000000 -0.4750000000 -3.022560
1.4550000000 -0.4750000000 -3.038720
1.4650000000 -0.4750000000 -3.055060
1.4750000000 -0.4750000000 -3.071570
1.4850000000 -0.4750000000 -3.088240
1.4950000000 -0.4750000000 -3.105080
1.5050000000 -0.4750000000 -3.122060
1.5150000000 -0.4750000000 -3.139200
1.5250000000 -0.4750000000 -3.156460
1.5350000000 -0.4750000000 -3.173820
1.5450000000 -0.4750000000 -3.191270
1.5550000000 -0.4750000000 -3.208760
1.5650000000 -0.4750000000 -3.226250
1.5750000000 -0.4750000000 -3.243690
1.5850000000 -0.4750000000 -3.260990
1.5950000000 -0.4750000000 -3.278090
1.6050000000 -0.4750000000 -3.294860
1.6150000000 -0.4750000000 -3.311200
1.6250000000 -0.4750000000 -3.326940
1.6350000000 -0.4750000000 -3.341920
1.6450000000 -0.4750000000 -3.355960
1.6550000000 -0.4750000000 -3.368840
1.6650000000 -0.4750000000 -3.380350
1.6750000000 -0.4750000000 -3.390270
1.6850000000 -0.4750000000 -3.398380
1.6950000000 -0.4750000000 -3.404510
1.7050000000 -0.4750000000 -3.408490
1.7150000000 -0.4750000000 -3.410240
1.7250000000 -0.4750000000 -3.409720
1.7350000000 -0.4750000000 -3.406960
1.7450000000 -0.4750000000 -3.402040
1.7550000000 -0.4750000000 -3.395100
1.7650000000 -0.4750000000 -3.386340
1.7750000000 -0.4750000000 -3.375950
1.7850000000 -0.4750000000 -3.364160
1.7950000000 -0.4750000000 -3.351200
1.8050000000 -0.4750000000 -3.337290
1.8150000000 -0.4750000000 -3.322600
1.8250000000 -0.4750000000 -3.307340
1.8350000000 -0.4750000000 -3.291640
1.8450000000 -0.4750000000 -3.275650
1.8550000000 -0.4750000000 -3.259480
1.8650000000 -0.4750000000 -3.243250
1.8750000000 -0.4750000000 -3.227010
1.8850000000 -0.4750000000 -3.210810
1.8950000000 -0.4750000000 -3.194700
1.9050000000 -0.4750000000 -3.178730
1.9150000000 -0.4750000000 -3.162910
1.9250000000 -0.4750000000 -3.147280
1.9350000000 -0.4750000000 -3.131850
1.9450000000 -0.4750000000 -3.116630
1.9550000000 -0.4750000000 -3.101640
1.9650000000 -0.4750000000 -3.086870
1.9750000000 -0.4750000000 -3.072330
1.9850000000 -0.4750000000 -3.058020
1.9950000000 -0.4750000000 -3.043950
2.0050000000 -0.4750000000 -3.030100
2.0150000000 -0.4750000000 -3.016480
2.0250000000 -0.4750000000 -3.003090
1.4250000000 -0.4650000000 -2.987560
1.4350000000 -0.4650000000 -3.003630
1.4450000000 -0.4650000000 -3.019910
1.4550000000 -0.4650000000 -3.036400
1.4650000000 -0.4650000000 -3.053100
1.4750000000 -0.4650000000 -3.070020
1.4850000000 -0.4650000000 -3.087140
1.4950000000 -0.4650000000 -3.104480
1.5050000000 -0.4650000000 -3.122030
1.5150000000 -0.4650000000 -3.139780
1.5250000000 -0.4650000000 -3.157720
1.5350000000 -0.4650000000 -3.175830
1.5450000000 -0.4650000000 -3.194110
1.5550000000 -0.4650000000 -3.212510
1.5650000000 -0.4650000000 -3.230990
1.5750000000 -0.4650000000 -3.249500
1.5850000000 -0.4650000000 -3.267980
1.5950000000 -0.4650000000 -3.286340
1.6050000000 -0.4650000000 -3.304460
1.6150000000 -0.4650000000 -3.322220
1.6250000000 -0.4650000000 -3.339450
1.6350000000 -0.4650000000 -3.355970
1.6450000000 -0.4650000000 -3.371560
1.6550000000 -0.4650000000 -3.385960
1.6650000000 -0.4650000000 -3.398920
1.6750000000 -0.4650000000 -3.410150
1.6850000000 -0.4650000000 -3.419400
1.6950000000 -0.4650000000 -3.426410
1.7050000000 -0.4650000000 -3.431000
1.7150000000 -0.4650000000 -3.433030
1.7250000000 -0.4650000000 -3.432450
1.7350000000 -0.4650000000 -3.429300
1.7450000000 -0.4650000000 -3.423690
1.7550000000 -0.4650000000 -3.415810
1.7650000000 -0.4650000000 -3.405900
1.7750000000 -0.4650000000 -3.394220
1.7850000000 -0.4650000000 -3.381060
1.7950000000 -0.4650000000 -3.366690
1.8050000000 -0.4650000000 -3.351350
1.8150000000 -0.4650000000 -3.335290
1.8250000000 -0.4650000000 -3.318700
1.8350000000 -0.4650000000 -3.301750
1.8450000000 -0.4650000000 -3.284590
1.8550000000 -0.4650000000 -3.267320
1.8650000000 -0.4650000000 -3.250060
1.8750000000 -0.4650000000 -3.232900
1.8850000000 -0.4650000000 -3.215860
1.8950000000 -0.4650000000 -3.199000
1.9050000000 -0.4650000000 -3.182330
1.9150000000 -0.4650000000 -3.165900
1.9250000000 -0.4650000000 -3.149700
1.9350000000 -0.4650000000 -3.133770
1.9450000000 -0.4650000000 -3.118090
1.9550000000 -0.4650000000 -3.102690
1.9650000000 -0.4650000000 -3.087550
1.9750000000 -0.4650000000 -3.072680
1.9850000000 -0.4650000000 -3.058070
1.9950000000 -0.4650000000 -3.043730
2.0050000000 -0.4650000000 -3.029640
2.0150000000 -0.4650000000 -3.015810
2.0250000000 -0.4650000000 -3.002220
1.4250000000 -0.4550000000 -2.984570
1.4350000000 -0.4550000000 -3.000890
1.4450000000 -0.4550000000 -3.017460
1.4550000000 -0.4550000000 -3.034260
1.4650000000 -0.4550000000 -3.051320
1.4750000000 -0.4550000000 -3.068630
1.4850000000 -0.4550000000 -3.086210
1.4950000000 -0.4550000000 -3.104050
1.5050000000 -0.4550000000 -3.122160
1.5150000000 -0.4550000000 -3.140530
1.5250000000 -0.4550000000 -3.159160
1.5350000000 -0.4550000000 -3.178050
1.5450000000 -0.4550000000 -3.197180
1.5550000000 -0.4550000000 -3.216520
1.5650000000 -0.4550000000 -3.236040
1.5750000000 -0.4550000000 -3.255700
1.5850000000 -0.4550000000 -3.275430
1.5950000000 -0.4550000000 -3.295150
1.6050000000 -0.4550000000 -3.314750
1.6150000000 -0.4550000000 -3.334100
1.6250000000 -0.4550000000 -3.353010
1.6350000000 -0.4550000000 -3.371280
1.6450000000 -0.4550000000 -3.388650
1.6550000000 -0.4550000000 -3.404840
1.6650000000 -0.4550000000 -3.419510
1.6750000000 -0.4550000000 -3.432340
1.6850000000 -0.4550000000 -3.442960
1.6950000000 -0.4550000000 -3.451060
1.7050000000 -0.4550000000 -3.456370
1.7150000000 -0.4550000000 -3.458730
1.7250000000 -0.4550000000 -3.458050
1.7350000000 -0.4550000000 -3.454390
1.7450000000 -0.4550000000 -3.447900
1.7550000000 -0.4550000000 -3.438830
1.7650000000 -0.4550000000 -3.427500
1.7750000000 -0.4550000000 -3.414250
1.7850000000 -0.4550000000 -3.399430
1.7950000000 -0.4550000000 -3.383380
1.8050000000 -0.4550000000 -3.366400
1.8150000000 -0.4550000000 -3.348750
1.8250000000 -0.4550000000 -3.330660
1.8350000000 -0.4550000000 -3.312320
1.8450000000 -0.4550000000 -3.293860
1.8550000000 -0.4550000000 -3.275410
1.8650000000 -0.4550000000 -3.257070
1.8750000000 -0.4550000000 -3.238890
1.8850000000 -0.4550000000 -3.220980
1.8950000000 -0.4550000000 -3.203310
1.9050000000 -0.4550000000 -3.185930
1.9150000000 -0.4550000000 -3.168850
1.9250000000 -0.4550000000 -3.152080
1.9350000000 -0.4550000000 -3.135630
1.9450000000 -0.4550000000 -3.119490
1.9550000000 -0.4550000000 -3.103670
1.9650000000 -0.4550000000 -3.088160
1.9750000000 -0.4550000000 -3.072960
1.9850000000 -0.4550000000 -3.058050
1.9950000000 -0.4550000000 -3.043450
2.0050000000 -0.4550000000 -3.029120
2.0150000000 -0.4550000000 -3.015070
2.0250000000 -0.4550000000 -3.001300
1.4250000000 -0.4450000000 -2.981740
1.4350000000 -0.4450000000 -2.998300
1.4450000000 -0.4450000000 -3.015130
1.4550000000 -0.4450000000 -3.032250
1.4650000000 -0.4450000000 -3.049650
1.4750000000 -0.4450000000 -3.067360
1.4850000000 -0.4450000000 -3.085380
1.4950000000 -0.4450000000 -3.103710
1.5050000000 -0.4450000000 -3.122370
1.5150000000 -0.4450000000 -3.141370
1.5250000000 -0.4450000000 -3.160700
1.5350000000 -0.4450000000 -3.180370
1.5450000000 -0.4450000000 -3.200370
1.5550000000 -0.4450000000 -3.220680
1.5650000000 -0.4450000000 -3.241290
1.5750000000 -0.4450000000 -3.262150
1.5850000000 -0.4450000000 -3.283220
1.5950000000 -0.4450000000 -3.304410
1.6050000000 -0.4450000000 -3.325620
1.6150000000 -0.4450000000 -3.346710
1.6250000000 -0.4450000000 -3.367510
1.6350000000 -0.4450000000 -3.387770
1.6450000000 -0.4450000000 -3.407230
1.6550000000 -0.4450000000 -3.425520
1.6650000000 -0.4450000000 -3.442260
1.6750000000 -0.4450000000 -3.457020
1.6850000000 -0.4450000000 -3.469330
1.6950000000 -0.4450000000 -3.478780
1.7050000000 -0.4450000000 -3.485010
1.7150000000 -0.4450000000 -3.487750
1.7250000000 -0.4450000000 -3.486920
1.7350000000 -0.4450000000 -3.482590
1.7450000000 -0.4450000000 -3.474960
1.7550000000 -0.4450000000 -3.464380
1.7650000000 -0.4450000000 -3.451270
1.7750000000 -0.4450000000 -3.436090
1.7850000000 -0.4450000000 -3.419280
1.7950000000 -0.4450000000 -3.401240
1.8050000000 -0.4450000000 -3.382350
1.8150000000 -0.4450000000 -3.362890
1.8250000000 -0.4450000000 -3.343110
1.8350000000 -0.4450000000 -3.323220
1.8450000000 -0.4450000000 -3.303350
1.8550000000 -0.4450000000 -3.283630
1.8650000000 -0.4450000000 -3.264140
1.8750000000 -0.4450000000 -3.244930
1.8850000000 -0.4450000000 -3.226050
1.8950000000 -0.4450000000 -3.207560
1.9050000000 -0.4450000000 -3.189440
1.9150000000 -0.4450000000 -3.171710
1.9250000000 -0.4450000000 -3.154350
1.9350000000 -0.4450000000 -3.137370
1.9450000000 -0.4450000000 -3.120770
1.9550000000 -0.4450000000 -3.104530
1.9650000000 -0.4450000000 -3.088650
1.9750000000 -0.4450000000 -3.073120
1.9850000000 -0.4450000000 -3.057930
1.9950000000 -0.4450000000 -3.043060
2.0050000000 -0.4450000000 -3.028500
2.0150000000 -0.4450000000 -3.014240
2.0250000000 -0.4450000000 -3.000280
1.4250000000 -0.4350000000 -2.979020
1.4350000000 -0.4350000000 -2.995810
1.4450000000 -0.4350000000 -3.012900
1.4550000000 -0.4350000000 -3.030300
1.4650000000 -0.4350000000 -3.048040
1.4750000000 -0.4350000000 -3.066130
1.4850000000 -0.4350000000 -3.084570
1.4950000000 -0.4350000000 -3.103390
1.5050000000 -0.4350000000 -3.122600
1.5150000000 -0.4350000000 -3.142210
1.5250000000 -0.4350000000 -3.162240
1.5350000000 -0.4350000000 -3.182690
1.5450000000 -0.4350000000 -3.203570
1.5550000000 -0.4350000000 -3.224880
1.5650000000 -0.4350000000 -3.246600
1.5750000000 -0.4350000000 -3.268710
1.5850000000 -0.4350000000 -3.291180
1.5950000000 -0.4350000000 -3.313940
1.6050000000 -0.4350000000 -3.336900
1.6150000000 -0.4350000000 -3.359920
1.6250000000 -0.4350000000 -3.382820
1.6350000000 -0.4350000000 -3.405370
1.6450000000 -0.4350000000 -3.427240
1.6550000000 -0.4350000000 -3.448040
1.6650000000 -0.4350000000 -3.467280
1.6750000000 -0.4350000000 -3.484420
1.6850000000 -0.4350000000 -3.498860
1.6950000000 -0.4350000000 -3.510030
1.7050000000 -0.4350000000 -3.517410
1.7150000000 -0.4350000000 -3.520640
1.7250000000 -0.4350000000 -3.519590
1.7350000000 -0.4350000000 -3.514350
1.7450000000 -0.4350000000 -3.505230
1.7550000000 -0.4350000000 -3.492710
1.7650000000 -0.4350000000 -3.477370
1.7750000000 -0.4350000000 -3.459800
1.7850000000 -0.4350000000 -3.440580
1.7950000000 -0.4350000000 -3.420200
1.8050000000 -0.4350000000 -3.399080
1.8150000000 -0.4350000000 -3.377560
1.8250000000 -0.4350000000 -3.355900
1.8350000000 -0.4350000000 -3.334310
1.8450000000 -0.4350000000 -3.312920
1.8550000000 -0.4350000000 -3.291830
1.8650000000 -0.4350000000 -3.271120
1.8750000000 -0.4350000000 -3.250840
1.8850000000 -0.4350000000 -3.231010
1.8950000000 -0.4350000000 -3.211640
1.9050000000 -0.4350000000 -3.192770
1.9150000000 -0.4350000000 -3.174370
1.9250000000 -0.4350000000 -3.156430
1.9350000000 -0.4350000000 -3.138930
1.9450000000 -0.4350000000 -3.121870
1.9550000000 -0.4350000000 -3.105220
1.9650000000 -0.4350000000 -3.088980
1.9750000000 -0.4350000000 -3.073130
1.9850000000 -0.4350000000 -3.057650
1.9950000000 -0.4350000000 -3.042520
2.0050000000 -0.4350000000 -3.027740
2.0150000000 -0.4350000000 -3.013290
2.0250000000 -0.4350000000 -2.999150
1.4250000000 -0.4250000000 -2.976370
1.4350000000 -0.4250000000 -2.993360
1.4450000000 -0.4250000000 -3.010690
1.4550000000 -0.4250000000 -3.028370
1.4650000000 -0.4250000000 -3.046420
1.4750000000 -0.4250000000 -3.064870
1.4850000000 -0.4250000000 -3.083720
1.4950000000 -0.4250000000 -3.103010
1.5050000000 -0.4250000000 -3.122750
1.5150000000 -0.4250000000 -3.142960
1.5250000000 -0.4250000000 -3.163670
1.5350000000 -0.4250000000 -3.184900
1.5450000000 -0.4250000000 -3.206660
1.5550000000 -0.4250000000 -3.228960
1.5650000000 -0.4250000000 -3.251810
1.5750000000 -0.4250000000 -3.275220
1.5850000000 -0.4250000000 -3.299150
1.5950000000 -0.4250000000 -3.323560
1.6050000000 -0.4250000000 -3.348390
1.6150000000 -0.4250000000 -3.373520
1.6250000000 -0.4250000000 -3.398770
1.6350000000 -0.4250000000 -3.423910
1.6450000000 -0.4250000000 -3.448590
1.6550000000 -0.4250000000 -3.472370
1.6650000000 -0.4250000000 -3.494670
1.6750000000 -0.4250000000 -3.514790
1.6850000000 -0.4250000000 -3.531950
1.6950000000 -0.4250000000 -3.545350
1.7050000000 -0.4250000000 -3.554240
1.7150000000 -0.4250000000 -3.558110
1.7250000000 -0.4250000000 -3.556740
1.7350000000 -0.4250000000 -3.550270
1.7450000000 -0.4250000000 -3.539160
1.7550000000 -0.4250000000 -3.524110
1.7650000000 -0.4250000000 -3.505920
1.7750000000 -0.4250000000 -3.485390
1.7850000000 -0.4250000000 -3.463250
1.7950000000 -0.4250000000 -3.440100
1.8050000000 -0.4250000000 -3.416420
1.8150000000 -0.4250000000 -3.392580
1.8250000000 -0.4250000000 -3.368840
1.8350000000 -0.4250000000 -3.345400
1.8450000000 -0.4250000000 -3.322370
1.8550000000 -0.4250000000 -3.299850
1.8650000000 -0.4250000000 -3.277880
1.8750000000 -0.4250000000 -3.256490
1.8850000000 -0.4250000000 -3.235690
1.8950000000 -0.4250000000 -3.215470
1.9050000000 -0.4250000000 -3.195830
1.9150000000 -0.4250000000 -3.176760
1.9250000000 -0.4250000000 -3.158240
1.9350000000 -0.4250000000 -3.140240
1.9450000000 -0.4250000000 -3.122720
1.9550000000 -0.4250000000 -3.105680
1.9650000000 -0.4250000000 -3.089090
1.9750000000 -0.4250000000 -3.072930
1.9850000000 -0.4250000000 -3.057180
1.9950000000 -0.4250000000 -3.041810
2.0050000000 -0.4250000000 -3.026820
2.0150000000 -0.4250000000 -3.012180
2.0250000000 -0.4250000000 -2.997880
1.4250000000 -0.4150000000 -2.973730
1.4350000000 -0.4150000000 -2.990910
1.4450000000 -0.4150000000 -3.008450
1.4550000000 -0.4150000000 -3.026390
1.4650000000 -0.4150000000 -3.044740
1.4750000000 -0.4150000000 -3.063520
1.4850000000 -0.4150000000 -3.082770
1.4950000000 -0.4150000000 -3.102490
1.5050000000 -0.4150000000 -3.122730
1.5150000000 -0.4150000000 -3.143530
1.5250000000 -0.4150000000 -3.164890
1.5350000000 -0.4150000000 -3.186870
1.5450000000 -0.4150000000 -3.209490
1.5550000000 -0.4150000000 -3.232780
1.5650000000 -0.4150000000 -3.256770
1.5750000000 -0.4150000000 -3.281480
1.5850000000 -0.4150000000 -3.306910
1.5950000000 -0.4150000000 -3.333050
1.6050000000 -0.4150000000 -3.359860
1.6150000000 -0.4150000000 -3.387250
1.6250000000 -0.4150000000 -3.415090
1.6350000000 -0.4150000000 -3.443150
1.6450000000 -0.4150000000 -3.471090
1.6550000000 -0.4150000000 -3.498420
1.6650000000 -0.4150000000 -3.524460
1.6750000000 -0.4150000000 -3.548360
1.6850000000 -0.4150000000 -3.569070
1.6950000000 -0.4150000000 -3.585440
1.7050000000 -0.4150000000 -3.596400
1.7150000000 -0.4150000000 -3.601130
1.7250000000 -0.4150000000 -3.599290
1.7350000000 -0.4150000000 -3.591100
1.7450000000 -0.4150000000 -3.577280
1.7550000000 -0.4150000000 -3.558870
1.7650000000 -0.4150000000 -3.537020
1.7750000000 -0.4150000000 -3.512790
1.7850000000 -0.4150000000 -3.487120
1.7950000000 -0.4150000000 -3.460720
1.8050000000 -0.4150000000 -3.434120
1.8150000000 -0.4150000000 -3.407680
1.8250000000 -0.4150000000 -3.381680
1.8350000000 -0.4150000000 -3.356250
1.8450000000 -0.4150000000 -3.331510
1.8550000000 -0.4150000000 -3.307500
1.8650000000 -0.4150000000 -3.284250
1.8750000000 -0.4150000000 -3.261740
1.8850000000 -0.4150000000 -3.239970
1.8950000000 -0.4150000000 -3.218910
1.9050000000 -0.4150000000 -3.198530
