re im logsig
1.9050000000 -0.6050000000 -3.157830
1.9150000000 -0.6050000000 -3.147010
1.9250000000 -0.6050000000 -3.136020
1.9350000000 -0.6050000000 -3.124910
1.9450000000 -0.6050000000 -3.113690
1.9550000000 -0.6050000000 -3.102390
1.9650000000 -0.6050000000 -3.091020
1.9750000000 -0.6050000000 -3.079600
1.9850000000 -0.6050000000 -3.068160
1.9950000000 -0.6050000000 -3.056700
2.0050000000 -0.6050000000 -3.045250
2.0150000000 -0.6050000000 -3.033800
2.0250000000 -0.6050000000 -3.022380
1.4250000000 -0.5950000000 -3.060560
1.4350000000 -0.5950000000 -3.073430
1.4450000000 -0.5950000000 -3.086160
1.4550000000 -0.5950000000 -3.098730
1.4650000000 -0.5950000000 -3.111130
1.4750000000 -0.5950000000 -3.123340
1.4850000000 -0.5950000000 -3.135340
1.4950000000 -0.5950000000 -3.147100
1.5050000000 -0.5950000000 -3.158610
1.5150000000 -0.5950000000 -3.169830
1.5250000000 -0.5950000000 -3.180760
1.5350000000 -0.5950000000 -3.191350
1.5450000000 -0.5950000000 -3.201570
1.5550000000 -0.5950000000 -3.211410
1.5650000000 -0.5950000000 -3.220820
1.5750000000 -0.5950000000 -3.229780
1.5850000000 -0.5950000000 -3.238250
1.5950000000 -0.5950000000 -3.246200
1.6050000000 -0.5950000000 -3.253600
1.6150000000 -0.5950000000 -3.260400
1.6250000000 -0.5950000000 -3.266570
1.6350000000 -0.5950000000 -3.272100
1.6450000000 -0.5950000000 -3.276930
1.6550000000 -0.5950000000 -3.281040
1.6650000000 -0.5950000000 -3.284410
1.6750000000 -0.5950000000 -3.287020
1.6850000000 -0.5950000000 -3.288830
1.6950000000 -0.5950000000 -3.289860
1.7050000000 -0.5950000000 -3.290070
1.7150000000 -0.5950000000 -3.289480
1.7250000000 -0.5950000000 -3.288080
1.7350000000 -0.5950000000 -3.285920
1.7450000000 -0.5950000000 -3.283090
1.7550000000 -0.5950000000 -3.279490
1.7650000000 -0.5950000000 -3.275140
1.7750000000 -0.5950000000 -3.270080
1.7850000000 -0.5950000000 -3.264330
1.7950000000 -0.5950000000 -3.257940
1.8050000000 -0.5950000000 -3.250940
1.8150000000 -0.5950000000 -3.243370
1.8250000000 -0.5950000000 -3.235280
1.8350000000 -0.5950000000 -3.226710
1.8450000000 -0.5950000000 -3.217700
1.8550000000 -0.5950000000 -3.208290
1.8650000000 -0.5950000000 -3.198520
1.8750000000 -0.5950000000 -3.188440
1.8850000000 -0.5950000000 -3.178080
1.8950000000 -0.5950000000 -3.167480
1.9050000000 -0.5950000000 -3.156660
1.9150000000 -0.5950000000 -3.145670
1.9250000000 -0.5950000000 -3.134520
1.9350000000 -0.5950000000 -3.123250
1.9450000000 -0.5950000000 -3.111880
1.9550000000 -0.5950000000 -3.100430
1.9650000000 -0.5950000000 -3.088930
1.9750000000 -0.5950000000 -3.077380
1.9850000000 -0.5950000000 -3.065820
1.9950000000 -0.5950000000 -3.054250
2.0050000000 -0.5950000000 -3.042700
2.0150000000 -0.5950000000 -3.031160
2.0250000000 -0.5950000000 -3.019650
1.4250000000 -0.5850000000 -3.051730
